"('ประเภทโลหะที่มีค่าสูง / Nonferrous metals', 'ชนิดสินค้า')",price of aluminum extrusion,Date,Set_Price,USD_Price,import,export,gdp,cpi,price of aluminum extrusion_normalized,Set_Price_normalized,USD_Price_normalized,import_normalized,export_normalized,gdp_normalized,cpi_normalized,price of aluminum extrusion_standardized,Set_Price_standardized,USD_Price_standardized,import_standardized,export_standardized,gdp_standardized,cpi_standardized
อลูมิเนียมฉากขอบใหม่,56.0,2023-03-16,1554.65,34.43,260.98,282.54,512.19,106.96,0.607843137254902,0.7400237281038453,0.5481220657276995,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.16004953198798888,0.7232198663085474,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-03-17,1563.67,34.11,260.98,282.54,512.19,106.96,0.607843137254902,0.7526135808500245,0.5105633802816896,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.22640413434674378,0.5711720265062777,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-03-18,1678.51,33.29,260.98,282.54,512.19,106.96,0.607843137254902,0.9129039011794264,0.41431924882629056,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,1.0712115107191855,0.18154943701296206,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-03-19,1563.96,30.81,260.98,282.54,512.19,106.96,0.607843137254902,0.7530183543862099,0.12323943661971803,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.22853748630728,-0.9968213214546267,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,74.0,2023-03-20,1555.45,34.09,260.98,282.54,512.19,106.96,0.9607843137254901,0.7411403447553913,0.5082159624413145,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,1.8796557017987587,0.16593464084464088,0.5616690365186378,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-03-21,1577.18,34.44,260.98,282.54,512.19,106.96,0.588235294117647,0.7714704445530043,0.5492957746478866,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.32578891016345995,0.7279713613023673,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,74.0,2023-03-22,1585.08,34.25,260.98,282.54,512.19,106.96,0.9607843137254901,0.782497033987019,0.5269953051643195,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,1.8796557017987587,0.38390436012290075,0.6376929564197709,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-03-23,1593.65,34.0,260.98,282.54,512.19,106.96,0.588235294117647,0.7944587898667039,0.49765258215962405,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.44694858874979004,0.5189055815742478,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-03-24,1591.85,34.16,260.98,282.54,512.19,106.96,0.588235294117647,0.7919464024007257,0.5164319248826286,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.433707093822321,0.594929501475381,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-03-25,1676.8,33.58,260.98,282.54,512.19,106.96,0.588235294117647,0.9105171330867472,0.44835680751173657,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,1.0586320905380908,0.31934279183376835,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-03-26,1574.86,31.09,260.98,282.54,512.19,106.96,0.588235294117647,0.7682322562635211,0.1561032863849765,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.308722094479167,-0.8637794616276403,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,32.0,2023-03-27,1593.37,34.41,260.98,282.54,512.19,106.96,0.13725490196078433,0.7940679740386625,0.5457746478873235,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,-0.9502898741119907,0.4448888006499603,0.713716876320904,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-03-28,1606.91,34.24,260.98,282.54,512.19,106.96,0.588235294117647,0.8129667108660759,0.5258215962441315,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.5444942680488024,0.632941461425951,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-03-29,1610.52,34.19,260.98,282.54,512.19,106.96,0.607843137254902,0.8180054435061763,0.5199530516431916,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.5710508217644453,0.6091839864568444,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-03-30,1605.42,34.13,260.98,282.54,512.19,106.96,0.607843137254902,0.8108870123525718,0.5129107981220655,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.5335332528032873,0.5806750164939211,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-03-31,1609.17,34.16,260.98,282.54,512.19,106.96,0.607843137254902,0.8161211529066927,0.5164319248826286,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.5611197005688452,0.594929501475381,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-04-01,1701.31,33.49,260.98,282.54,512.19,106.96,0.607843137254902,0.944727475748482,0.437793427230047,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,1.2389371131337765,0.27657933688938185,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-04-03,1600.37,34.2,260.98,282.54,512.19,106.96,0.607843137254902,0.8038383697396887,0.5211267605633805,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.49638350314566815,0.6139354814506677,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-04-04,1594.05,34.04,260.98,282.54,512.19,106.96,0.607843137254902,0.7950170981924767,0.5023474178403751,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.44989114317811524,0.5379115615495311,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-04-05,1571.13,33.9,260.98,282.54,512.19,106.96,0.607843137254902,0.7630260311256893,0.48591549295774605,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.281282774435027,0.471390631636038,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-04-06,1370.55,34.09,260.98,282.54,512.19,106.96,0.607843137254902,0.4830623211668643,0.5082159624413145,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,-1.19426114364913,0.5616690365186378,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-04-07,1577.07,34.14,260.98,282.54,512.19,106.96,0.607843137254902,0.7713169097634165,0.5140845070422535,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,0.3249797076956693,0.585426511487741,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-04-08,1686.0,33.59,260.98,282.54,512.19,106.96,0.588235294117647,0.923358224579524,0.449530516431925,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,1.126310842389593,0.3240942868275917,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-04-09,1566.34,31.45,260.98,282.54,512.19,106.96,0.588235294117647,0.7563402889245585,0.198356807511737,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.2460456851558198,-0.6927256418500873,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,41.0,2023-04-10,1593.13,34.36,260.98,282.54,512.19,106.96,0.3137254901960785,0.793732989043199,0.5399061032863846,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,-0.3438729649882587,0.44312326799296614,0.6899594013518008,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-04-11,1597.1,34.26,260.98,282.54,512.19,106.96,0.588235294117647,0.7992741991764951,0.5281690140845066,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.4723281206941019,0.6424444514135909,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,26.0,2023-04-12,1592.67,34.13,260.98,282.54,512.19,106.96,0.019607843137254888,0.7930909344685604,0.5129107981220655,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,-1.354567813527812,0.4397393304003908,0.5806750164939211,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,26.0,2023-04-13,1236.78,33.96,260.98,282.54,512.19,106.96,0.019607843137254888,0.2963500593202595,0.492957746478873,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,-1.354567813527812,-2.178324908342108,0.49989960159896457,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,26.0,2023-04-14,1256.35,34.23,260.98,282.54,512.19,106.96,0.019607843137254888,0.32366529415869905,0.5246478873239435,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,-1.354567813527812,-2.034360432936251,0.6281899664321275,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-04-17,1600.41,34.49,260.98,282.54,512.19,106.96,0.588235294117647,0.8038942005722662,0.5551643192488265,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.49667775858850216,0.7517288362714739,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,41.0,2023-04-18,1593.85,34.28,260.98,282.54,512.19,106.96,0.3137254901960785,0.7947379440295903,0.5305164319248825,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,-0.3438729649882587,0.4484198659639518,0.6519474414012342,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,76.0,2023-04-19,1580.73,34.44,260.98,282.54,512.19,106.96,1.0,0.7764254309442389,0.5492957746478866,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,2.014415014937366,0.35190408071485435,0.7279713613023673,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,55.0,2023-04-20,1565.1,34.33,260.98,282.54,512.19,106.96,0.588235294117647,0.7546095331146623,0.5363849765258215,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.5994422269819911,0.2369237664280086,0.6757049163703375,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,57.0,2023-04-21,1558.36,34.35,260.98,282.54,512.19,106.96,0.6274509803921569,0.7452020378253887,0.5387323943661975,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.7342015401205982,0.18734172431071267,0.6852079063579808,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-04-22,1690.59,33.97,260.98,282.54,512.19,106.96,0.6470588235294117,0.929764812617768,0.49413145539906056,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,1.160076654454635,0.5046510965927846,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-04-24,1557.87,34.34,260.98,282.54,512.19,106.96,0.6470588235294117,0.744518110126317,0.5375586854460095,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,0.18373709513601302,0.6804564113641608,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-04-25,1540.2,34.4,260.98,282.54,512.19,106.96,0.6470588235294117,0.7198548398352991,0.5446009389671356,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,0.05374975326470579,0.7089653813270841,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-04-26,1543.95,34.14,260.98,282.54,512.19,106.96,0.6470588235294117,0.72508898038942,0.5140845070422535,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,0.0813362010302636,0.585426511487741,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-04-27,1531.23,34.14,260.98,282.54,512.19,106.96,0.6470588235294117,0.7073347756298414,0.5140845070422535,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,-0.012237029790508685,0.585426511487741,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,45.0,2023-04-28,1529.12,34.12,260.98,282.54,512.19,106.96,0.39215686274509803,0.7043896992113894,0.5117370892018775,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,-0.07435433871104447,-0.027759004399930145,0.5759235215000977,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-04-29,1667.44,34.24,260.98,282.54,512.19,106.96,0.6470588235294117,0.8974527182636611,0.5258215962441315,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,0.9897763169152592,0.632941461425951,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-04-30,1583.13,31.14,260.98,282.54,512.19,106.96,0.6470588235294117,0.7797752808988763,0.1619718309859155,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,0.369559407284812,-0.8400219866585353,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,56.0,2023-05-01,1701.31,34.22,260.98,282.54,512.19,106.96,0.607843137254902,0.944727475748482,0.5234741784037555,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.6668218835512947,1.2389371131337765,0.6234384714383076,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-05-02,1528.43,34.08,260.98,282.54,512.19,106.96,0.6470588235294117,0.7034266173494312,0.5070422535211265,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,-0.03283491078879151,0.5569175415248144,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-05-03,1533.3,33.93,260.98,282.54,512.19,106.96,0.6470588235294117,0.7102240212157163,0.48943661971830954,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,0.0029906893760787566,0.4856451166175013,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
อลูมิเนียมฉากขอบใหม่,58.0,2023-05-04,1594.05,33.77,260.98,282.54,512.19,106.96,0.6470588235294117,0.7950170981924767,0.47065727699530546,0.04798267689236013,0.4805008998323448,0.3453459637561789,0.0,0.8015811966899018,0.44989114317811524,0.40962119671636815,-1.0737993356238347,-0.05022384816807425,0.0726033671233087,-1.4668685445354366
