price,export,update_date
61.0,296.2903748,2021-10-13
63.0,296.2903748,2021-10-14
63.0,296.2903748,2021-10-15
63.0,296.2903748,2021-10-16
65.0,296.2903748,2021-10-17
65.0,296.2903748,2021-10-18
61.0,296.2903748,2021-10-19
61.0,296.2903748,2021-10-20
61.0,296.2903748,2021-10-21
61.0,296.2903748,2021-10-22
61.0,296.2903748,2021-10-23
61.0,296.2903748,2021-10-24
61.0,296.2903748,2021-10-25
60.0,296.2903748,2021-10-26
60.0,296.2903748,2021-10-27
58.0,296.2903748,2021-10-28
56.0,296.2903748,2021-10-31
53.0,296.2903748,2021-11-01
53.0,296.2903748,2021-11-02
53.0,296.2903748,2021-11-03
53.0,296.2903748,2021-11-04
50.0,296.2903748,2021-11-05
50.0,296.2903748,2021-11-06
50.0,296.2903748,2021-11-07
50.0,296.2903748,2021-11-08
45.0,296.2903748,2021-11-09
45.0,296.2903748,2021-11-10
45.0,296.2903748,2021-11-11
50.0,296.2903748,2021-11-12
50.0,296.2903748,2021-11-13
50.0,296.2903748,2021-11-14
50.0,296.2903748,2021-11-15
49.0,296.2903748,2021-11-16
49.0,296.2903748,2021-11-17
49.0,296.2903748,2021-11-18
49.0,296.2903748,2021-11-20
49.0,296.2903748,2021-11-21
49.0,296.2903748,2021-11-22
49.0,296.2903748,2021-11-23
49.0,296.2903748,2021-11-24
51.0,296.2903748,2021-11-25
51.0,296.2903748,2021-11-26
51.0,296.2903748,2021-11-27
50.0,296.2903748,2021-11-28
50.0,296.2903748,2021-11-30
50.0,296.2903748,2021-12-01
50.0,296.2903748,2021-12-02
50.0,296.2903748,2021-12-03
50.0,296.2903748,2021-12-04
50.0,296.2903748,2021-12-05
50.0,296.2903748,2021-12-07
50.0,296.2903748,2021-12-10
50.0,296.2903748,2021-12-11
50.0,296.2903748,2021-12-12
50.0,296.2903748,2021-12-14
50.0,296.2903748,2021-12-15
50.0,296.2903748,2021-12-16
50.0,296.2903748,2021-12-20
50.0,296.2903748,2021-12-21
50.0,296.2903748,2021-12-23
50.0,296.2903748,2021-12-24
50.0,296.2903748,2021-12-25
50.0,296.2903748,2021-12-28
51.0,296.2903748,2021-12-29
51.0,337.4676653,2022-01-05
53.0,337.4676653,2022-01-06
53.0,337.4676653,2022-01-08
54.0,337.4676653,2022-01-09
54.0,337.4676653,2022-01-10
54.0,337.4676653,2022-01-11
54.0,337.4676653,2022-01-12
54.0,337.4676653,2022-01-13
54.0,337.4676653,2022-01-14
54.0,337.4676653,2022-01-15
54.0,337.4676653,2022-01-17
54.0,337.4676653,2022-01-18
54.0,337.4676653,2022-01-19
54.0,337.4676653,2022-01-20
55.0,337.4676653,2022-01-21
55.0,337.4676653,2022-01-22
55.0,337.4676653,2022-01-24
55.0,337.4676653,2022-01-25
55.0,337.4676653,2022-01-26
55.0,337.4676653,2022-01-27
55.0,337.4676653,2022-01-28
55.0,337.4676653,2022-01-29
55.0,337.4676653,2022-01-31
55.0,337.4676653,2022-02-04
55.0,337.4676653,2022-02-05
55.0,337.4676653,2022-02-06
55.0,337.4676653,2022-02-07
55.0,337.4676653,2022-02-08
55.0,337.4676653,2022-02-09
55.0,337.4676653,2022-02-10
55.0,337.4676653,2022-02-11
57.0,337.4676653,2022-02-12
57.0,337.4676653,2022-02-15
57.0,337.4676653,2022-02-16
57.0,337.4676653,2022-02-17
57.0,337.4676653,2022-02-18
57.0,337.4676653,2022-02-23
59.0,337.4676653,2022-02-24
59.0,337.4676653,2022-02-27
59.0,337.4676653,2022-02-28
59.0,337.4676653,2022-03-01
59.0,337.4676653,2022-03-03
59.0,337.4676653,2022-03-04
60.0,337.4676653,2022-03-05
60.0,337.4676653,2022-03-06
60.0,337.4676653,2022-03-08
60.0,337.4676653,2022-03-10
60.0,337.4676653,2022-03-13
60.0,337.4676653,2022-03-14
57.0,337.4676653,2022-03-15
57.0,337.4676653,2022-03-17
57.0,337.4676653,2022-03-18
57.0,337.4676653,2022-03-19
59.0,337.4676653,2022-03-20
59.0,337.4676653,2022-03-21
59.0,337.4676653,2022-03-22
61.0,337.4676653,2022-03-23
61.0,337.4676653,2022-03-24
61.0,337.4676653,2022-03-29
61.0,337.4676653,2022-03-30
61.0,337.4676653,2022-03-31
61.0,337.4676653,2022-04-01
64.0,337.4676653,2022-04-02
64.0,337.4676653,2022-04-04
64.0,337.4676653,2022-04-05
64.0,337.4676653,2022-04-06
61.0,337.4676653,2022-04-11
61.0,337.4676653,2022-04-19
60.0,337.4676653,2022-04-20
60.0,337.4676653,2022-04-21
59.0,337.4676653,2022-04-23
59.0,337.4676653,2022-04-24
59.0,337.4676653,2022-04-25
59.0,337.4676653,2022-04-26
59.0,337.4676653,2022-04-27
54.0,337.4676653,2022-05-07
54.0,337.4676653,2022-05-08
53.0,337.4676653,2022-05-09
53.0,337.4676653,2022-05-10
53.0,337.4676653,2022-05-11
52.0,337.4676653,2022-05-12
51.0,337.4676653,2022-05-13
51.0,337.4676653,2022-05-14
51.0,337.4676653,2022-05-15
51.0,337.4676653,2022-05-16
53.0,337.4676653,2022-05-17
53.0,337.4676653,2022-05-18
53.0,337.4676653,2022-05-19
53.0,337.4676653,2022-05-20
53.0,337.4676653,2022-05-21
55.0,337.4676653,2022-05-22
55.0,337.4676653,2022-05-23
55.0,337.4676653,2022-05-24
55.0,337.4676653,2022-05-25
55.0,337.4676653,2022-05-26
55.0,337.4676653,2022-05-27
55.0,337.4676653,2022-05-28
55.0,337.4676653,2022-05-29
55.0,337.4676653,2022-05-30
55.0,337.4676653,2022-05-31
55.0,337.4676653,2022-06-01
52.0,337.4676653,2022-06-02
52.0,337.4676653,2022-06-03
52.0,337.4676653,2022-06-06
53.0,337.4676653,2022-06-07
53.0,337.4676653,2022-06-08
53.0,337.4676653,2022-06-09
53.0,337.4676653,2022-06-10
53.0,337.4676653,2022-06-12
51.0,337.4676653,2022-06-13
51.0,337.4676653,2022-06-15
50.0,337.4676653,2022-06-16
50.0,337.4676653,2022-06-17
48.0,337.4676653,2022-06-18
48.0,337.4676653,2022-06-20
48.0,337.4676653,2022-06-21
49.0,337.4676653,2022-06-22
49.0,337.4676653,2022-06-23
49.0,337.4676653,2022-06-24
48.0,337.4676653,2022-06-25
48.0,337.4676653,2022-06-27
48.0,337.4676653,2022-06-28
48.0,337.4676653,2022-06-29
48.0,337.4676653,2022-06-30
48.0,337.4676653,2022-07-01
48.0,337.4676653,2022-07-02
48.0,337.4676653,2022-07-03
48.0,337.4676653,2022-07-04
48.0,337.4676653,2022-07-05
48.0,337.4676653,2022-07-06
48.0,337.4676653,2022-07-07
48.0,337.4676653,2022-07-08
48.0,337.4676653,2022-07-09
48.0,337.4676653,2022-07-11
47.0,337.4676653,2022-07-12
47.0,337.4676653,2022-07-13
47.0,337.4676653,2022-07-15
47.0,337.4676653,2022-07-16
47.0,337.4676653,2022-07-18
48.0,337.4676653,2022-07-19
48.0,337.4676653,2022-07-20
48.0,337.4676653,2022-07-22
48.0,337.4676653,2022-07-23
48.0,337.4676653,2022-07-25
49.0,337.4676653,2022-07-26
49.0,337.4676653,2022-07-27
49.0,337.4676653,2022-07-28
49.0,337.4676653,2022-07-29
49.0,337.4676653,2022-07-30
50.0,337.4676653,2022-07-31
50.0,337.4676653,2022-08-01
49.0,337.4676653,2022-08-02
49.0,337.4676653,2022-08-03
49.0,337.4676653,2022-08-04
49.0,337.4676653,2022-08-05
49.0,337.4676653,2022-08-06
49.0,337.4676653,2022-08-08
49.0,337.4676653,2022-08-09
49.0,337.4676653,2022-08-10
49.0,337.4676653,2022-08-11
50.0,337.4676653,2022-08-12
49.0,337.4676653,2022-08-13
49.0,337.4676653,2022-08-15
48.0,337.4676653,2022-08-16
48.0,337.4676653,2022-08-17
49.0,337.4676653,2022-08-18
49.0,337.4676653,2022-08-19
49.0,337.4676653,2022-08-20
49.0,337.4676653,2022-08-21
49.0,337.4676653,2022-08-22
49.0,337.4676653,2022-08-23
49.0,337.4676653,2022-08-25
49.0,337.4676653,2022-08-26
49.0,337.4676653,2022-08-27
49.0,337.4676653,2022-08-29
49.0,337.4676653,2022-08-30
49.0,337.4676653,2022-08-31
48.0,337.4676653,2022-09-01
49.0,337.4676653,2022-09-02
49.0,337.4676653,2022-09-03
49.0,337.4676653,2022-09-04
49.0,337.4676653,2022-09-05
49.0,337.4676653,2022-09-06
48.0,337.4676653,2022-09-08
48.0,337.4676653,2022-09-09
48.0,337.4676653,2022-09-10
48.0,337.4676653,2022-09-12
48.0,337.4676653,2022-09-13
49.0,337.4676653,2022-09-14
49.0,337.4676653,2022-09-15
49.0,337.4676653,2022-09-17
49.0,337.4676653,2022-09-18
49.0,337.4676653,2022-09-20
49.0,337.4676653,2022-09-21
49.0,337.4676653,2022-09-22
49.0,337.4676653,2022-09-23
49.0,337.4676653,2022-09-24
49.0,337.4676653,2022-09-27
49.0,337.4676653,2022-09-28
48.0,337.4676653,2022-09-29
49.0,337.4676653,2022-09-30
49.0,337.4676653,2022-10-01
49.0,337.4676653,2022-10-03
49.0,337.4676653,2022-10-04
49.0,337.4676653,2022-10-06
50.0,337.4676653,2022-10-07
50.0,337.4676653,2022-10-08
50.0,337.4676653,2022-10-10
50.0,337.4676653,2022-10-11
50.0,337.4676653,2022-10-12
50.0,337.4676653,2022-10-14
52.0,337.4676653,2022-10-15
52.0,337.4676653,2022-10-16
52.0,337.4676653,2022-10-17
51.0,337.4676653,2022-10-18
51.0,337.4676653,2022-10-19
51.0,337.4676653,2022-10-20
51.0,337.4676653,2022-10-21
51.0,337.4676653,2022-10-24
51.0,337.4676653,2022-10-25
51.0,337.4676653,2022-10-26
51.0,337.4676653,2022-10-27
51.0,337.4676653,2022-10-28
50.0,337.4676653,2022-10-29
50.0,337.4676653,2022-10-30
50.0,337.4676653,2022-10-31
50.0,337.4676653,2022-11-01
50.0,337.4676653,2022-11-02
50.0,337.4676653,2022-11-03
50.0,337.4676653,2022-11-04
50.0,337.4676653,2022-11-05
50.0,337.4676653,2022-11-06
50.0,337.4676653,2022-11-07
52.0,337.4676653,2022-11-08
52.0,337.4676653,2022-11-09
51.0,337.4676653,2022-11-10
51.0,337.4676653,2022-11-11
51.0,337.4676653,2022-11-12
51.0,337.4676653,2022-11-14
51.0,337.4676653,2022-11-15
51.0,337.4676653,2022-11-16
51.0,337.4676653,2022-11-17
51.0,337.4676653,2022-11-18
51.0,337.4676653,2022-11-19
51.0,337.4676653,2022-11-20
51.0,337.4676653,2022-11-21
50.0,337.4676653,2022-11-23
50.0,337.4676653,2022-11-25
50.0,337.4676653,2022-11-28
49.0,337.4676653,2022-11-29
49.0,337.4676653,2022-12-01
48.0,337.4676653,2022-12-02
47.0,337.4676653,2022-12-07
47.0,337.4676653,2022-12-08
47.0,337.4676653,2022-12-12
47.0,337.4676653,2022-12-13
47.0,337.4676653,2022-12-17
47.0,337.4676653,2022-12-20
47.0,337.4676653,2022-12-22
47.0,337.4676653,2022-12-23
47.0,337.4676653,2022-12-28
47.0,337.4676653,2022-12-30
47.0,282.54,2023-01-02
47.0,282.54,2023-01-03
47.0,282.54,2023-01-05
44.0,282.54,2023-01-06
44.0,282.54,2023-01-07
44.0,282.54,2023-01-09
44.0,282.54,2023-01-10
44.0,282.54,2023-01-12
46.0,282.54,2023-01-13
46.0,282.54,2023-01-16
47.0,282.54,2023-01-17
47.0,282.54,2023-01-18
47.0,282.54,2023-01-19
47.0,282.54,2023-01-20
47.0,282.54,2023-01-21
47.0,282.54,2023-01-23
47.0,282.54,2023-01-24
47.0,282.54,2023-01-25
48.0,282.54,2023-01-26
48.0,282.54,2023-01-27
48.0,282.54,2023-01-28
47.0,282.54,2023-01-31
46.0,282.54,2023-02-01
46.0,282.54,2023-02-02
47.0,282.54,2023-02-03
47.0,282.54,2023-02-04
47.0,282.54,2023-02-05
47.0,282.54,2023-02-06
47.0,282.54,2023-02-07
47.0,282.54,2023-02-08
46.0,282.54,2023-02-09
46.0,282.54,2023-02-11
46.0,282.54,2023-02-12
46.0,282.54,2023-02-13
46.0,282.54,2023-02-14
46.0,282.54,2023-02-16
46.0,282.54,2023-02-17
46.0,282.54,2023-02-18
47.0,282.54,2023-02-21
47.0,282.54,2023-02-22
47.0,282.54,2023-02-23
47.0,282.54,2023-02-24
46.0,282.54,2023-02-25
46.0,282.54,2023-02-26
46.0,282.54,2023-03-01
47.0,282.54,2023-03-02
47.0,282.54,2023-03-03
47.0,282.54,2023-03-04
47.0,282.54,2023-03-05
47.0,282.54,2023-03-07
47.0,282.54,2023-03-08
46.0,282.54,2023-03-09
46.0,282.54,2023-03-10
45.0,282.54,2023-03-11
44.0,282.54,2023-03-13
44.0,282.54,2023-03-14
45.0,282.54,2023-03-15
45.0,282.54,2023-03-16
45.0,282.54,2023-03-17
44.0,282.54,2023-03-18
44.0,282.54,2023-03-19
44.0,282.54,2023-03-21
44.0,282.54,2023-03-23
44.0,282.54,2023-03-24
44.0,282.54,2023-03-25
45.0,282.54,2023-03-26
46.0,282.54,2023-03-28
46.0,282.54,2023-03-29
46.0,282.54,2023-03-30
46.0,282.54,2023-03-31
46.0,282.54,2023-04-01
46.0,282.54,2023-04-03
46.0,282.54,2023-04-04
46.0,282.54,2023-04-05
45.0,282.54,2023-04-06
45.0,282.54,2023-04-07
45.0,282.54,2023-04-08
45.0,282.54,2023-04-09
45.0,282.54,2023-04-11
45.0,282.54,2023-04-17
45.0,282.54,2023-04-20
48.0,282.54,2023-04-21
47.0,282.54,2023-04-22
47.0,282.54,2023-04-24
47.0,282.54,2023-04-25
46.0,282.54,2023-04-26
46.0,282.54,2023-04-27
46.0,282.54,2023-04-29
46.0,282.54,2023-04-30
46.0,282.54,2023-05-02
46.0,282.54,2023-05-03
46.0,282.54,2023-05-04
46.0,282.54,2023-05-05
46.0,282.54,2023-05-06
45.0,282.54,2023-05-10
43.0,282.54,2023-05-11
42.0,282.54,2023-05-12
42.0,282.54,2023-05-13
42.0,282.54,2023-05-16
42.0,282.54,2023-05-17
45.0,282.54,2023-05-18
45.0,282.54,2023-05-22
44.0,282.54,2023-05-24
43.0,282.54,2023-05-25
43.0,282.54,2023-05-27
44.0,282.54,2023-05-28
44.0,282.54,2023-05-29
44.0,282.54,2023-05-30
44.0,282.54,2023-05-31
44.0,282.54,2023-06-01
44.0,282.54,2023-06-03
45.0,282.54,2023-06-04
45.0,282.54,2023-06-06
45.0,282.54,2023-06-07
45.0,282.54,2023-06-08
44.0,282.54,2023-06-09
44.0,282.54,2023-06-11
44.0,282.54,2023-06-12
44.0,282.54,2023-06-13
44.0,282.54,2023-06-14
44.0,282.54,2023-06-15
44.0,282.54,2023-06-17
44.0,282.54,2023-06-19
44.0,282.54,2023-06-20
44.0,282.54,2023-06-21
44.0,282.54,2023-06-22
44.0,282.54,2023-06-23
43.0,282.54,2023-06-24
43.0,282.54,2023-06-25
43.0,282.54,2023-06-27
43.0,282.54,2023-06-28
44.0,282.54,2023-06-29
44.0,282.54,2023-06-30
44.0,282.54,2023-07-01
44.0,282.54,2023-07-03
43.0,282.54,2023-07-04
43.0,282.54,2023-07-05
43.0,282.54,2023-07-06
43.0,282.54,2023-07-07
43.0,282.54,2023-07-08
43.0,282.54,2023-07-10
43.0,282.54,2023-07-11
43.0,282.54,2023-07-12
44.0,282.54,2023-07-13
44.0,282.54,2023-07-16
45.0,282.54,2023-07-17
45.0,282.54,2023-07-18
44.0,282.54,2023-07-19
44.0,282.54,2023-07-20
44.0,282.54,2023-07-21
44.0,282.54,2023-07-25
44.0,282.54,2023-07-26
44.0,282.54,2023-07-27
44.0,282.54,2023-07-28
43.0,282.54,2023-07-29
43.0,282.54,2023-07-31
43.0,282.54,2023-08-03
43.0,282.54,2023-08-04
43.0,282.54,2023-08-05
43.0,282.54,2023-08-07
43.0,282.54,2023-08-09
43.0,282.54,2023-08-10
43.0,282.54,2023-08-12
43.0,282.54,2023-08-13
43.0,282.54,2023-08-16
43.0,282.54,2023-08-17
43.0,282.54,2023-08-18
43.0,282.54,2023-08-19
43.0,282.54,2023-08-20
43.0,282.54,2023-08-21
43.0,282.54,2023-08-23
43.0,282.54,2023-08-24
43.0,282.54,2023-08-25
43.0,282.54,2023-08-26
43.0,282.54,2023-08-28
44.0,282.54,2023-08-29
44.0,282.54,2023-08-30
44.0,282.54,2023-08-31
44.0,282.54,2023-09-01
44.0,282.54,2023-09-02
44.0,282.54,2023-09-05
45.0,282.54,2023-09-06
45.0,282.54,2023-09-07
45.0,282.54,2023-09-08
45.0,282.54,2023-09-09
45.0,282.54,2023-09-12
45.0,282.54,2023-09-14
45.0,282.54,2023-09-15
45.0,282.54,2023-09-16
45.0,282.54,2023-09-18
45.0,282.54,2023-09-19
46.0,282.54,2023-09-20
46.0,282.54,2023-09-21
46.0,282.54,2023-09-22
46.0,282.54,2023-09-23
46.0,282.54,2023-09-24
46.0,282.54,2023-09-25
46.0,282.54,2023-09-26
46.0,282.54,2023-09-27
47.0,282.54,2023-09-28
47.0,282.54,2023-09-30
48.0,282.54,2023-10-01
48.0,282.54,2023-10-02
48.0,282.54,2023-10-03
48.0,282.54,2023-10-04
47.0,282.54,2023-10-05
47.0,282.54,2023-10-07
47.0,282.54,2023-10-08
47.0,282.54,2023-10-09
47.0,282.54,2023-10-10
47.0,282.54,2023-10-11
46.0,282.54,2023-10-12
46.0,282.54,2023-10-13
46.0,282.54,2023-10-14
46.0,282.54,2023-10-16
46.0,282.54,2023-10-17
46.0,282.54,2023-10-18
46.0,282.54,2023-10-19
46.0,282.54,2023-10-20
46.0,282.54,2023-10-23
46.0,282.54,2023-10-24
46.0,282.54,2023-10-25
46.0,282.54,2023-10-26
46.0,282.54,2023-10-27
46.0,282.54,2023-10-28
46.0,282.54,2023-10-30
46.0,282.54,2023-10-31
47.0,282.54,2023-11-01
47.0,282.54,2023-11-02
47.0,282.54,2023-11-04
46.0,282.54,2023-11-06
46.0,282.54,2023-11-07
47.0,282.54,2023-11-08
47.0,282.54,2023-11-09
47.0,282.54,2023-11-10
47.0,282.54,2023-11-11
47.0,282.54,2023-11-13
47.0,282.54,2023-11-14
47.0,282.54,2023-11-15
46.0,282.54,2023-11-16
46.0,282.54,2023-11-17
45.0,282.54,2023-11-18
45.0,282.54,2023-11-20
45.0,282.54,2023-11-21
45.0,282.54,2023-11-23
45.0,282.54,2023-11-24
46.0,282.54,2023-11-25
46.0,282.54,2023-11-28
46.0,282.54,2023-11-29
46.0,282.54,2023-11-30
47.0,282.54,2023-12-01
47.0,282.54,2023-12-04
47.0,282.54,2023-12-05
47.0,282.54,2023-12-06
47.0,282.54,2023-12-07
47.0,282.54,2023-12-08
47.0,282.54,2023-12-09
47.0,282.54,2023-12-10
47.0,282.54,2023-12-11
46.0,282.54,2023-12-12
46.0,282.54,2023-12-13
46.0,282.54,2023-12-14
46.0,282.54,2023-12-15
46.0,282.54,2023-12-16
46.0,282.54,2023-12-19
46.0,282.54,2023-12-20
46.0,282.54,2023-12-23
46.0,282.54,2023-12-27
46.0,282.54,2023-12-28
46.0,282.54,2023-12-29
46.0,282.54,2024-01-03
46.0,282.54,2024-01-04
46.0,282.54,2024-01-05
46.0,282.54,2024-01-08
46.0,282.54,2024-01-09
47.0,282.54,2024-01-10
47.0,282.54,2024-01-11
47.0,282.54,2024-01-12
48.0,282.54,2024-01-13
48.0,282.54,2024-01-16
48.0,282.54,2024-01-17
48.0,282.54,2024-01-18
48.0,282.54,2024-01-20
48.0,282.54,2024-01-21
48.0,282.54,2024-01-23
48.0,282.54,2024-01-24
48.0,282.54,2024-01-25
48.0,282.54,2024-01-26
48.0,282.54,2024-01-28
48.0,282.54,2024-01-30
48.0,282.54,2024-01-31
48.0,282.54,2024-02-02
48.0,282.54,2024-02-03
48.0,282.54,2024-02-06
49.0,282.54,2024-02-07
49.0,282.54,2024-02-08
49.0,282.54,2024-02-09
49.0,282.54,2024-02-11
49.0,282.54,2024-02-12
49.0,282.54,2024-02-13
50.0,282.54,2024-02-15
50.0,282.54,2024-02-17
50.0,282.54,2024-02-19
50.0,282.54,2024-02-20
50.0,282.54,2024-02-21
50.0,282.54,2024-02-22
50.0,282.54,2024-02-23
50.0,282.54,2024-02-24
50.0,282.54,2024-02-26
50.0,282.54,2024-02-27
50.0,282.54,2024-02-28
50.0,282.54,2024-02-29
50.0,282.54,2024-03-01
50.0,282.54,2024-03-04
50.0,282.54,2024-03-05
50.0,282.54,2024-03-06
50.0,282.54,2024-03-07
49.0,282.54,2024-03-08
49.0,282.54,2024-03-09
49.0,282.54,2024-03-11
49.0,282.54,2024-03-12
49.0,282.54,2024-03-13
49.0,282.54,2024-03-14
49.0,282.54,2024-03-15
49.0,282.54,2024-03-16
49.0,282.54,2024-03-19
50.0,282.54,2024-03-22
50.0,282.54,2024-03-23
50.0,282.54,2024-03-27
50.0,282.54,2024-03-28
50.0,282.54,2024-03-30
52.0,282.54,2024-04-01
52.0,282.54,2024-04-02
53.0,282.54,2024-04-04
53.0,282.54,2024-04-05
54.0,282.54,2024-04-08
58.0,282.54,2024-04-19
58.0,282.54,2024-04-20
58.0,282.54,2024-04-23
58.0,282.54,2024-04-24
58.0,282.54,2024-04-25
58.0,282.54,2024-04-26
58.0,282.54,2024-04-28
59.0,282.54,2024-04-29
60.0,282.54,2024-04-30
60.0,282.54,2024-05-02
59.0,282.54,2024-05-03
59.0,282.54,2024-05-04
59.0,282.54,2024-05-05
59.0,282.54,2024-05-07
59.0,282.54,2024-05-08
59.0,282.54,2024-05-09
59.0,282.54,2024-05-10
59.0,282.54,2024-05-11
59.0,282.54,2024-05-13
59.0,282.54,2024-05-16
59.0,282.54,2024-05-18
59.0,282.54,2024-05-21
59.0,282.54,2024-05-22
59.0,282.54,2024-05-23
59.0,282.54,2024-05-24
59.0,282.54,2024-05-25
59.0,282.54,2024-05-27
61.0,282.54,2024-05-28
61.0,282.54,2024-05-29
61.0,282.54,2024-05-31
62.0,282.54,2024-06-01
62.0,282.54,2024-06-03
62.0,282.54,2024-06-04
62.0,282.54,2024-06-05
62.0,282.54,2024-06-06
62.0,282.54,2024-06-07
62.0,282.54,2024-06-08
62.0,282.54,2024-06-10
62.0,282.54,2024-06-11
62.0,282.54,2024-06-12
60.0,282.54,2024-06-13
60.0,282.54,2024-06-14
60.0,282.54,2024-06-15
60.0,282.54,2024-06-16
60.0,282.54,2024-06-17
60.0,282.54,2024-06-18
60.0,282.54,2024-06-19
60.0,282.54,2024-06-20
60.0,282.54,2024-06-21
60.0,282.54,2024-06-22
60.0,282.54,2024-06-23
60.0,282.54,2024-06-25
60.0,282.54,2024-06-26
60.0,282.54,2024-06-27
60.0,282.54,2024-06-28
60.0,282.54,2024-06-29
