"('ประเภทโลหะที่มีค่าสูง / Nonferrous metals', 'ชนิดสินค้า')","('ประเภทโลหะที่มีค่าสูง / Nonferrous metals', 'ราคา / หน่วย')",update_date,import,export,gdp,cpi
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-20,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-01-31,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-06,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-02-10,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-02-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-02-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-02-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-20,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-02-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-03-02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-03-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-03-05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-03-06,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-03-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-10,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-03-20,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-03-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-03-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-03-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-03-25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-03-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-03-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.0,2020-03-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.0,2020-03-31,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.0,2020-04-01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-04-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-20,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.0,2020-04-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-06,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-06,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-10,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-31,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-06,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-10,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-20,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-10,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-20,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-06,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-10,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-20,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-31,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-06,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-10,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-20,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-30,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-12-01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-12-02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-06,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,30.0,2020-12-10,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,30.0,2020-12-12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-24,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-28,257.7099833,231.7356914,500.46,112.31
