Price,Date
66.0,2023-05-27
66.0,2023-05-28
66.0,2023-05-29
66.0,2023-05-30
66.0,2023-05-31
66.0,2023-06-01
66.0,2023-06-03
66.0,2023-06-04
66.0,2023-06-06
66.0,2023-06-07
66.0,2023-06-08
66.0,2023-06-09
66.0,2023-06-11
66.0,2023-06-12
66.0,2023-06-13
66.0,2023-06-14
66.0,2023-06-15
66.0,2023-06-17
66.0,2023-06-19
66.0,2023-06-20
66.0,2023-06-21
66.0,2023-06-22
66.0,2023-06-23
66.0,2023-06-24
66.0,2023-06-25
66.0,2023-06-27
66.0,2023-06-28
66.0,2023-06-29
66.0,2023-06-30
66.0,2023-07-01
66.0,2023-07-03
66.0,2023-07-04
66.0,2023-07-05
66.0,2023-07-06
66.0,2023-07-07
66.0,2023-07-08
66.0,2023-07-10
66.0,2023-07-11
66.0,2023-07-12
66.0,2023-07-13
66.0,2023-07-16
67.0,2023-07-17
67.0,2023-07-18
67.0,2023-07-19
67.0,2023-07-20
67.0,2023-07-21
67.0,2023-07-25
67.0,2023-07-26
67.0,2023-07-27
67.0,2023-07-28
66.0,2023-07-29
66.0,2023-07-31
66.0,2023-08-03
66.0,2023-08-04
66.0,2023-08-05
66.0,2023-08-07
66.0,2023-08-09
66.0,2023-08-10
66.0,2023-08-12
66.0,2023-08-13
66.0,2023-08-16
66.0,2023-08-17
66.0,2023-08-18
66.0,2023-08-19
66.0,2023-08-20
66.0,2023-08-21
66.0,2023-08-23
65.0,2023-08-24
65.0,2023-08-25
65.0,2023-08-26
65.0,2023-08-28
66.0,2023-08-29
66.0,2023-08-30
66.0,2023-08-31
66.0,2023-09-01
66.0,2023-09-02
66.0,2023-09-05
66.0,2023-09-06
66.0,2023-09-07
66.0,2023-09-08
66.0,2023-09-09
66.0,2023-09-12
66.0,2023-09-14
67.0,2023-09-15
67.0,2023-09-16
67.0,2023-09-18
67.0,2023-09-19
68.0,2023-09-20
68.0,2023-09-21
68.0,2023-09-22
69.0,2023-09-23
69.0,2023-09-24
69.0,2023-09-25
69.0,2023-09-26
69.0,2023-09-27
69.0,2023-09-28
69.0,2023-09-30
69.0,2023-10-01
69.0,2023-10-02
69.0,2023-10-03
69.0,2023-10-04
69.0,2023-10-05
69.0,2023-10-07
69.0,2023-10-08
69.0,2023-10-09
69.0,2023-10-10
69.0,2023-10-11
69.0,2023-10-12
69.0,2023-10-13
69.0,2023-10-14
69.0,2023-10-16
69.0,2023-10-17
69.0,2023-10-18
69.0,2023-10-19
69.0,2023-10-20
69.0,2023-10-23
69.0,2023-10-24
69.0,2023-10-25
69.0,2023-10-26
69.0,2023-10-27
69.0,2023-10-28
70.5,2023-10-30
70.0,2023-10-31
70.0,2023-11-01
70.0,2023-11-02
70.0,2023-11-04
70.0,2023-11-06
70.0,2023-11-07
70.0,2023-11-08
70.0,2023-11-09
70.0,2023-11-10
70.0,2023-11-11
70.0,2023-11-13
70.0,2023-11-14
70.0,2023-11-15
70.0,2023-11-16
70.0,2023-11-17
69.0,2023-11-18
69.0,2023-11-20
69.0,2023-11-21
69.0,2023-11-23
69.0,2023-11-24
69.0,2023-11-25
69.0,2023-11-28
69.0,2023-11-29
69.0,2023-11-30
68.0,2023-12-01
68.0,2023-12-04
68.0,2023-12-05
68.0,2023-12-06
68.0,2023-12-07
68.0,2023-12-08
68.0,2023-12-09
68.0,2023-12-10
68.0,2023-12-11
67.0,2023-12-12
67.0,2023-12-13
67.0,2023-12-14
67.0,2023-12-15
67.0,2023-12-16
67.0,2023-12-19
67.0,2023-12-20
67.0,2023-12-23
67.0,2023-12-27
67.0,2023-12-28
67.0,2023-12-29
67.0,2024-01-03
67.0,2024-01-04
67.0,2024-01-05
67.0,2024-01-08
67.0,2024-01-09
68.0,2024-01-10
68.0,2024-01-11
68.0,2024-01-12
68.0,2024-01-13
68.0,2024-01-16
68.0,2024-01-17
68.0,2024-01-18
68.0,2024-01-20
68.0,2024-01-21
68.0,2024-01-23
68.0,2024-01-24
68.0,2024-01-25
68.0,2024-01-26
68.0,2024-01-28
68.0,2024-01-30
68.0,2024-01-31
68.0,2024-02-02
68.0,2024-02-03
68.0,2024-02-06
68.0,2024-02-07
68.0,2024-02-08
68.0,2024-02-09
68.0,2024-02-11
68.0,2024-02-12
67.0,2024-02-13
67.0,2024-02-15
67.0,2024-02-17
67.0,2024-02-19
67.0,2024-02-20
68.0,2024-02-21
68.0,2024-02-22
68.0,2024-02-23
68.0,2024-02-24
68.0,2024-02-26
68.0,2024-02-27
68.0,2024-02-28
68.0,2024-02-29
68.0,2024-03-01
68.0,2024-03-04
68.0,2024-03-05
68.0,2024-03-06
68.0,2024-03-07
68.0,2024-03-08
68.0,2024-03-09
68.0,2024-03-11
68.0,2024-03-12
68.0,2024-03-13
68.0,2024-03-14
68.0,2024-03-15
68.0,2024-03-16
68.0,2024-03-19
68.0,2024-03-22
68.0,2024-03-23
69.0,2024-03-27
69.0,2024-03-28
69.0,2024-03-30
69.0,2024-04-01
69.0,2024-04-02
69.0,2024-04-04
69.0,2024-04-05
69.0,2024-04-08
69.0,2024-04-19
69.0,2024-04-20
69.0,2024-04-23
70.0,2024-04-24
70.0,2024-04-25
70.0,2024-04-26
70.0,2024-04-28
70.0,2024-04-29
72.0,2024-04-30
72.0,2024-05-02
72.0,2024-05-03
72.0,2024-05-04
72.0,2024-05-05
72.0,2024-05-07
72.0,2024-05-08
72.0,2024-05-09
72.0,2024-05-10
72.0,2024-05-11
72.0,2024-05-13
72.0,2024-05-16
72.0,2024-05-18
73.0,2024-05-21
73.0,2024-05-22
73.0,2024-05-23
73.0,2024-05-24
73.0,2024-05-25
73.0,2024-05-27
73.0,2024-05-28
73.0,2024-05-29
73.0,2024-05-31
73.0,2024-06-01
73.0,2024-06-03
73.0,2024-06-04
73.0,2024-06-05
73.0,2024-06-06
73.0,2024-06-07
73.0,2024-06-08
73.0,2024-06-10
73.0,2024-06-11
73.0,2024-06-12
73.0,2024-06-13
73.0,2024-06-14
73.0,2024-06-15
73.0,2024-06-16
73.0,2024-06-17
73.0,2024-06-18
73.0,2024-06-19
73.0,2024-06-20
73.0,2024-06-21
73.0,2024-06-22
73.0,2024-06-23
73.0,2024-06-25
73.0,2024-06-26
73.0,2024-06-27
73.0,2024-06-28
73.0,2024-06-29
73.0,2024-07-01
73.0,2024-07-02
73.0,2024-07-03
73.0,2024-07-07
73.0,2024-07-08
73.0,2024-07-09
72.0,2024-07-10
72.0,2024-07-11
72.0,2024-07-12
72.0,2024-07-15
72.0,2024-07-17
72.0,2024-07-18
72.0,2024-07-19
72.0,2024-07-20
72.0,2024-07-22
70.0,2024-07-23
70.0,2024-07-24
70.0,2024-07-25
70.0,2024-07-26
70.0,2024-07-27
70.0,2024-07-28
