"('ประเภทโลหะที่มีค่าสูง / Nonferrous metals', 'ชนิดสินค้า')","('ประเภทโลหะที่มีค่าสูง / Nonferrous metals', 'ราคา / หน่วย')",Date,Set_Price,USD_Price,import,export,gdp,cpi
อลูมิเนียมกระป๋องโค้ก,28.0,2019-01-03,"1,641.63",34.66,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-04,"1,588.19",33.84,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-05,"1,383.54",35.24,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-08,"1,378.73",35.13,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-09,"1,380.99",35.52,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-10,"1,623.13",34.64,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-11,"1,389.57",33.62,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-12,"1,551.82",35.73,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-13,"1,373.92",35.68,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-14,"1,357.97",35.29,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-01-15,"1,378.94",34.87,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-01-16,"1,391.03",34.9,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-01-17,"1,619.01",34.82,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-01-18,"1,641.73",33.32,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-01-19,"1,393.41",34.96,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-01-22,"1,404.84",34.79,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-26,"1,408.83",34.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-27,"1,413.45",34.55,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-01-29,"1,415.85",34.26,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-01-30,"1,661.20",34.35,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-01,"1,478.05",34.38,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-02,"1,433.38",34.26,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-03,"1,429.62",34.48,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-04,"1,434.59",34.51,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-05,"1,427.96",34.66,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-06,"1,673.86",33.79,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-07,"1,657.62",33.62,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-10,"1,413.52",35.06,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-11,"1,408.24",35.06,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-12,"1,413.53",34.86,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-13,"1,681.73",32.85,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-02-16,"1,401.72",35.36,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-02-18,"1,377.93",35.56,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-02-19,"1,382.51",35.5,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-02-20,"1,677.25",32.65,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-02-21,"1,652.73",32.91,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-02-22,"1,369.92",35.59,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-02-23,"1,356.54",35.69,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-02-26,"1,368.15",35.64,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-02-28,"1,639.51",33.42,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-03-05,"1,383.93",35.79,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-03-06,"1,396.96",35.55,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-03-07,"1,400.02",35.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-03-09,"1,388.37",35.89,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-03-12,"1,389.30",35.88,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-03-13,"1,391.73",36.02,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-03-14,"1,385.11",36.1,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-03-19,"1,387.33",36.02,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-20,"1,381.07",36.02,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-21,"1,393.61",35.87,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-22,"1,402.47",35.94,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-23,"1,398.14",35.95,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-24,"1,634.02",34.92,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-25,"1,679.90",32.45,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-26,"1,366.41",35.89,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-27,"1,393.70",35.86,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-28,"1,382.05",35.99,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-29,"1,370.67",35.88,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-03-30,"1,373.14",35.38,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-01,"1,644.64",31.68,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-02,"1,651.48",31.76,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-03,"1,649.06",31.74,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-04,"1,644.22",31.79,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-05,"1,646.18",31.88,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-06,"1,370.55",35.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-08,"1,386.42",31.87,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-09,"1,657.74",31.75,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,29.0,2019-04-10,"1,662.13",31.72,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,49.0,2019-04-11,"1,659.09",31.86,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,49.0,2019-04-12,"1,660.45",31.74,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,49.0,2019-04-15,"1,386.04",31.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,49.0,2019-04-16,"1,554.65",31.83,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-17,"1,673.20",31.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-18,"1,675.00",31.8,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-19,"1,674.10",31.82,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-20,"1,373.18",35.98,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-21,"1,387.62",36.31,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,50.0,2019-04-22,"1,673.48",31.9,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-23,"1,671.31",31.98,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-24,"1,673.43",32.04,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,44.0,2019-04-25,"1,673.32",32.05,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-26,"1,667.15",31.93,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-27,"1,380.83",36.35,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-04-29,"1,666.68",31.91,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,46.0,2019-04-30,"1,673.52",31.89,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,46.0,2019-05-01,"1,701.31",31.95,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-05-02,"1,679.17",31.99,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-05-03,"1,679.05",31.9,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-05-04,"1,594.05",34.04,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,45.0,2019-05-06,"1,370.55",31.89,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-05-07,"1,669.68",31.9,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-05-08,"1,654.01",31.8,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,28.0,2019-05-09,"1,646.80",31.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-10,"1,648.69",31.53,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-11,"1,597.10",34.26,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-13,"1,640.13",31.62,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-14,"1,633.84",31.52,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-15,"1,621.27",31.53,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-16,"1,614.75",31.67,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-17,"1,608.11",31.84,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-20,"1,565.10",31.86,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,48.0,2019-05-21,"1,610.49",31.94,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,47.0,2019-05-22,"1,626.91",31.92,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-23,"1,609.79",31.91,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-24,"1,614.12",31.83,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-25,"1,540.20",34.4,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-27,"1,624.84",31.83,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-28,"1,632.04",31.85,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-29,"1,619.36",31.82,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-30,"1,621.57",31.76,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-05-31,"1,620.22",31.52,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,27.0,2019-06-01,"1,701.31",34.22,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,46.0,2019-06-03,"1,533.30",31.3,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-04,"1,637.69",31.31,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-05,"1,648.46",31.41,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-06,"1,653.41",31.29,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,54.0,2019-06-07,"1,653.50",31.25,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-08,"1,562.25",33.88,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-10,"1,664.73",31.35,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-11,"1,670.41",31.28,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-12,"1,671.11",31.26,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-13,"1,674.14",31.19,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-14,"1,672.33",31.21,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-15,"1,541.38",33.79,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-17,"1,667.23",31.35,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-18,"1,683.60",31.21,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-19,"1,705.98",31.23,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-20,"1,717.82",30.86,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,53.0,2019-06-21,"1,717.14",30.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-22,"1,529.24",34.46,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-24,"1,716.00",30.66,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-06-25,"1,721.33",30.7,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-26,"1,722.21",30.72,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-27,"1,731.64",30.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-28,"1,730.34",30.68,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-06-29,"1,540.97",34.7,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-01,"1,740.91",30.64,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-02,"1,732.23",30.56,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-07-03,"1,738.51",30.59,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,45.0,2019-07-04,"1,724.37",30.67,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,23.5,2019-07-05,"1,731.23",30.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-07-06,"1,528.54",34.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-07-08,"1,731.03",30.8,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-07-09,"1,721.48",30.8,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-07-10,"1,739.43",30.69,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-11,"1,740.45",30.7,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-12,"1,731.59",30.93,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-13,"1,562.40",34.67,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-14,"1,561.15",34.69,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,44.0,2019-07-15,"1,727.98",30.89,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-16,"1,559.39",30.9,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,44.0,2019-07-17,"1,718.85",30.86,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-18,"1,723.44",30.81,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,44.0,2019-07-19,"1,735.10",30.83,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-21,"1,522.12",34.77,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-22,"1,727.58",30.84,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-23,"1,724.87",30.91,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-24,"1,725.44",30.9,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-25,"1,730.90",30.92,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-26,"1,717.97",30.86,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-27,"1,478.10",35.23,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,44.0,2019-07-29,"1,479.57",30.85,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-30,"1,706.49",30.79,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-07-31,"1,711.97",30.7,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-01,"1,699.75",30.82,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-02,"1,684.71",30.7,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-03,"1,506.84",35.02,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-05,"1,665.99",30.82,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-06,"1,671.48",30.71,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-07,"1,669.44",30.8,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-08,"1,665.12",30.75,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-09,"1,650.64",30.79,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-10,"1,496.89",35.09,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,43.0,2019-08-12,"1,491.14",30.85,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-13,"1,620.23",30.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,48.0,2019-08-14,"1,619.45",30.84,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-15,"1,604.03",30.82,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-16,"1,631.40",30.91,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-19,"1,637.26",30.85,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-20,"1,625.57",30.76,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-21,"1,638.24",30.78,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,48.0,2019-08-22,"1,633.56",30.79,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,26.0,2019-08-23,"1,646.68",30.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-24,"1,523.81",34.51,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-26,"1,622.73",30.57,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-27,"1,615.47",30.57,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-28,"1,616.93",30.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-29,"1,639.14",30.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-30,"1,654.92",30.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-08-31,"1,556.06",34.21,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-01,"1,593.24",34.32,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,36.0,2019-09-02,"1,654.11",30.62,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-03,"1,642.25",30.61,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-04,"1,658.64",30.56,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-05,"1,669.79",30.68,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-06,"1,670.06",30.62,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-07,"1,532.51",34.83,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,35.0,2019-09-09,"1,671.22",30.62,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-10,"1,665.93",30.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-11,"1,674.03",30.58,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-12,"1,660.68",30.39,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-13,"1,661.96",30.46,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-14,"1,327.05",35.22,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-16,"1,662.93",30.5,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-17,"1,663.93",30.51,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-18,"1,654.14",30.51,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-19,"1,640.66",30.52,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,33.0,2019-09-20,"1,636.20",30.49,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-21,"1,525.85",35.22,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,43.0,2019-09-23,"1,622.79",30.46,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-24,"1,630.50",30.54,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-25,"1,628.38",30.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-26,"1,636.75",30.64,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-27,"1,643.76",30.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-09-28,"1,562.97",35.21,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,44.0,2019-09-30,"1,637.22",30.59,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-10-01,"1,624.09",30.6,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-10-02,"1,613.64",30.57,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-10-03,"1,610.69",30.53,323.7688945,272.9165031,543.98,113.27
อลูมิเนียมกระป๋องโค้ก,25.0,2019-10-04,"1,605.96",30.41,323.7688945,272.9165031,543.98,113.27
