"('ประเภทโลหะที่มีค่าสูง / Nonferrous metals', 'ชนิดสินค้า')","('ประเภทโลหะที่มีค่าสูง / Nonferrous metals', 'ราคา / หน่วย')",Date,Set_Price,USD_Price,import,export,gdp,cpi
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-12,"1,660.45",31.74,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-13,"1,236.78",32.69,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-14,"1,256.35",32.63,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,49.0,2020-04-15,"1,236.10",32.69,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-16,"1,200.15",32.67,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-04-17,"1,239.24",32.51,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-04-18,"1,675.00",31.8,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-20,"1,266.40",32.5,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-21,"1,252.92",32.51,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-22,"1,261.81",32.36,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-23,"1,272.53",32.33,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-24,"1,258.78",32.45,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-25,"1,673.32",32.05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-27,"1,267.41",32.46,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-28,"1,274.99",32.46,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.5,2020-04-29,"1,282.68",32.4,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.0,2020-04-30,"1,301.66",32.45,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,46.0,2020-05-01,"1,701.31",32.54,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-02,"1,679.17",31.99,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-03,"1,679.05",31.9,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-04,"1,594.05",32.38,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-05,"1,278.63",32.36,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-06,"1,370.55",32.43,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-07,"1,257.98",32.34,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-08,"1,266.02",32.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-09,"1,646.80",31.78,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-11,"1,287.30",32.2,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-12,"1,299.69",32.09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-13,"1,294.55",32.07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-14,"1,280.40",32.09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-15,"1,280.76",32.08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-16,"1,614.75",31.67,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-18,"1,286.53",32.0,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-19,"1,309.95",31.92,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,27.0,2020-05-20,"1,322.20",31.81,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-21,"1,320.69",31.84,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-22,"1,303.97",31.87,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-23,"1,609.79",31.91,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-24,"1,614.12",31.83,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,27.0,2020-05-25,"1,320.98",31.96,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-26,"1,336.09",31.87,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-27,"1,345.11",31.91,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-28,"1,337.51",31.87,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-29,"1,342.85",31.81,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-05-30,"1,621.57",31.76,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-01,"1,352.37",31.65,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-02,"1,374.18",31.54,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-03,"1,533.30",31.56,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-06-04,"1,411.01",31.55,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-05,"1,435.70",31.5,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-06,"1,653.41",31.29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,23.5,2020-06-07,"1,653.50",31.25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-06-08,"1,438.66",31.42,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-09,"1,408.37",31.3,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-06-10,"1,418.77",31.12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-11,"1,396.77",31.07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-12,"1,382.56",30.98,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-15,"1,341.99",31.01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-16,"1,367.13",31.12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-17,"1,376.18",31.13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-06-18,"1,372.98",31.09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-19,"1,370.82",31.01,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-06-22,"1,352.18",30.95,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-23,"1,356.43",30.91,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-24,"1,333.43",30.87,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-25,"1,325.88",30.9,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-26,"1,330.34",30.9,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-28,"1,730.34",30.68,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-29,"1,329.76",30.88,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-06-30,"1,339.03",30.9,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-01,"1,349.44",31.03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-02,"1,374.13",31.07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-07-03,"1,372.27",31.1,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-04,"1,724.37",30.67,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-07-06,"1,528.54",31.1,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-07,"1,373.22",31.22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-08,"1,362.46",31.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-09,"1,365.81",31.25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-10,"1,350.50",31.33,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-11,"1,740.45",30.7,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-13,"1,342.37",31.4,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-14,"1,341.07",31.53,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-15,"1,354.31",31.53,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-16,"1,347.86",31.7,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-17,"1,359.58",31.67,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-18,"1,723.44",30.81,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-19,"1,735.10",30.83,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,44.0,2020-07-20,"1,358.29",31.79,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-21,"1,377.00",31.58,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-22,"1,357.04",31.6,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-23,"1,359.65",31.71,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-24,"1,340.92",31.6,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-25,"1,730.90",30.92,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-07-27,"1,478.10",31.47,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,43.0,2020-07-28,"1,466.93",31.47,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-29,"1,338.35",31.41,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-07-30,"1,315.74",31.37,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-07-31,"1,328.53",31.25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-01,"1,699.75",30.82,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-03,"1,321.23",31.2,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-04,"1,330.81",31.04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-05,"1,337.35",31.03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-06,"1,333.22",31.1,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-07,"1,324.40",31.23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-08,"1,665.12",30.75,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-09,"1,650.64",30.79,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-10,"1,322.01",31.12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-11,"1,336.84",31.12,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-12,"1,491.14",31.05,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-13,"1,346.69",31.04,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-14,"1,327.05",31.13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-15,"1,604.03",30.82,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-17,"1,320.91",31.13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-18,"1,330.11",31.16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-19,"1,308.67",31.28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-20,"1,296.79",31.4,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-21,"1,299.26",31.54,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-22,"1,633.56",30.79,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-23,"1,646.68",30.6,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,24.0,2020-08-24,"1,317.11",31.49,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,44.0,2020-08-25,"1,315.99",31.45,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-26,"1,322.55",31.26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-27,"1,326.81",31.29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-28,"1,323.31",31.11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-29,"1,639.14",30.6,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-30,"1,654.92",30.6,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-08-31,"1,310.66",31.07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-01,"1,305.57",31.15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,36.0,2020-09-02,"1,315.88",31.32,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-03,"1,311.95",31.38,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-04,"1,658.64",31.39,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-07,"1,532.51",31.36,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-08,"1,293.80",31.39,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-09,"1,293.40",31.26,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-10,"1,290.89",31.31,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-11,"1,279.96",31.27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-12,"1,660.68",30.39,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-13,"1,661.96",30.46,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-14,"1,272.34",31.28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-15,"1,286.18",31.18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-16,"1,293.48",31.09,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-17,"1,284.40",31.16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-18,"1,288.39",31.08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-20,"1,636.20",30.49,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-21,"1,275.16",31.29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,33.0,2020-09-22,"1,267.63",31.4,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-23,"1,264.01",31.58,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-24,"1,247.46",31.58,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-25,"1,244.94",31.62,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-26,"1,636.75",30.64,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,25.0,2020-09-28,"1,263.02",31.66,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-29,"1,257.34",31.6,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-09-30,"1,237.04",31.6,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-01,"1,247.59",31.55,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-02,"1,237.54",31.56,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-03,"1,610.69",30.53,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-05,"1,242.99",31.3,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-06,"1,250.15",31.23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-07,"1,263.71",31.23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-08,"1,274.83",31.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-09,"1,267.14",30.97,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-10,"1,607.50",30.39,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-11,"1,626.00",30.43,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-12,"1,273.43",31.15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-13,"1,535.31",31.25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-14,"1,263.99",31.13,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-15,"1,242.96",31.2,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-16,"1,233.68",31.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-17,"1,632.80",30.27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-18,"1,631.43",30.28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-19,"1,208.75",31.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-20,"1,210.67",31.22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-21,"1,216.48",31.17,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-22,"1,213.61",31.3,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-23,"1,631.71",31.33,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-26,"1,207.97",31.27,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-27,"1,208.95",31.2,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-28,"1,207.94",31.25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-29,"1,201.64",31.21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-30,"1,194.95",31.14,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-10-31,"1,601.49",30.18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-02,"1,202.16",31.11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-03,"1,221.33",31.03,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-04,"1,222.44",30.99,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-05,"1,264.32",30.76,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-06,"1,260.08",30.62,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-07,"1,640.88",30.43,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-09,"1,285.88",30.58,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-10,"1,341.24",30.32,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-11,"1,345.34",30.33,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-12,"1,336.31",30.22,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-13,"1,346.47",30.15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-14,"1,609.47",30.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-16,"1,351.06",30.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-17,"1,349.81",30.16,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-18,"1,364.59",30.3,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-19,"1,369.42",30.36,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-20,"1,389.34",30.29,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-21,"1,591.86",30.2,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-22,"1,597.72",30.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-23,"1,420.43",30.35,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-11-24,"1,401.63",30.33,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-25,"1,415.72",30.28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-26,"1,433.56",30.28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-27,"1,437.78",30.32,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-28,"1,597.68",30.23,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-29,"1,590.59",30.19,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-11-30,"1,408.31",30.28,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-12-01,"1,420.87",30.25,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,28.0,2020-12-02,"1,417.95",30.2,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-03,"1,438.32",30.18,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-04,"1,449.83",30.21,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-05,"1,626.22",30.36,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-06,"1,558.99",30.35,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-07,"1,408.30",30.15,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,29.0,2020-12-08,"1,478.92",30.02,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,31.0,2020-12-09,"1,482.67",30.08,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,30.0,2020-12-10,"1,389.57",30.07,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,26.0,2020-12-11,"1,551.82",30.11,257.7099833,231.7356914,500.46,112.31
อลูมิเนียมกระป๋องโค้ก,30.0,2020-12-12,"1,563.85",30.16,257.7099833,231.7356914,500.46,112.31
