Date,Price,Open,High,Low,Vol.,Change %
09/26/2023,"1,494.02","1,504.69","1,514.89","1,494.02",12.18M,-0.88%
09/25/2023,"1,507.36","1,524.39","1,524.97","1,507.36",9.01B,-1.00%
09/22/2023,"1,522.59","1,514.07","1,526.50","1,510.38",11.68M,0.55%
09/21/2023,"1,514.26","1,504.55","1,517.37","1,503.23",10.24B,0.42%
09/20/2023,"1,507.90","1,521.66","1,521.66","1,503.33",12.05B,-0.99%
09/19/2023,"1,522.96","1,527.68","1,531.43","1,521.50",9.59M,-0.30%
09/18/2023,"1,527.57","1,539.40","1,539.40","1,525.58",9.92M,-0.94%
09/15/2023,"1,542.03","1,550.04","1,550.83","1,541.61",10.36M,-0.20%
09/14/2023,"1,545.14","1,538.03","1,547.36","1,532.56",10.78M,0.64%
09/13/2023,"1,535.31","1,546.47","1,546.47","1,533.20",9.68M,-0.66%
09/12/2023,"1,545.50","1,544.08","1,550.67","1,543.21",10.83B,0.30%
09/11/2023,"1,540.94","1,548.93","1,550.46","1,535.82",12.16B,-0.40%
09/08/2023,"1,547.17","1,551.20","1,554.27","1,546.99",8.82M,-0.21%
09/07/2023,"1,550.36","1,548.86","1,556.94","1,546.43",11.27B,0.10%
09/06/2023,"1,548.78","1,547.75","1,554.19","1,543.03",13.88M,0.06%
09/05/2023,"1,547.86","1,548.87","1,553.60","1,545.56",12.57M,-0.05%
09/04/2023,"1,548.68","1,564.90","1,565.54","1,547.11",12.92M,-0.82%
09/01/2023,"1,561.51","1,569.20","1,571.80","1,559.37",11.65M,-0.28%
08/31/2023,"1,565.94","1,575.30","1,575.59","1,563.41",17.53M,-0.68%
08/30/2023,"1,576.67","1,574.30","1,579.12","1,572.92",13.48M,0.50%
08/29/2023,"1,568.81","1,566.00","1,573.05","1,563.15",12.70M,0.37%
08/28/2023,"1,562.97","1,566.00","1,568.68","1,560.41",13.92B,0.18%
08/25/2023,"1,560.20","1,554.74","1,561.11","1,551.38",14.03M,0.18%
08/24/2023,"1,557.41","1,552.97","1,563.35","1,552.97",15.43M,0.54%
08/23/2023,"1,549.01","1,550.20","1,554.02","1,543.64",16.10M,0.22%
08/22/2023,"1,545.60","1,535.54","1,547.92","1,532.52",16.41M,1.29%
08/21/2023,"1,525.85","1,522.44","1,529.04","1,515.25",12.17M,0.44%
08/18/2023,"1,519.12","1,525.75","1,527.24","1,516.44",13.95M,-0.63%
08/17/2023,"1,528.81","1,515.10","1,531.08","1,512.08",14.11B,0.61%
08/16/2023,"1,519.56","1,514.84","1,520.94","1,506.85",14.19M,-0.08%
08/15/2023,"1,520.73","1,534.05","1,535.88","1,518.25",11.85M,-0.94%
08/11/2023,"1,535.16","1,535.47","1,540.19","1,528.85",13.14B,0.11%
08/10/2023,"1,533.41","1,527.93","1,533.41","1,518.86",12.42M,0.33%
08/09/2023,"1,528.30","1,520.90","1,528.30","1,515.23",13.21M,0.65%
08/08/2023,"1,518.44","1,534.61","1,536.03","1,518.44",11.66M,-0.92%
08/07/2023,"1,532.51","1,533.18","1,540.22","1,519.37",11.65B,0.13%
08/04/2023,"1,530.46","1,531.03","1,538.73","1,530.39",12.74M,0.09%
08/03/2023,"1,529.01","1,543.78","1,546.11","1,528.63",14.09B,-1.37%
08/02/2023,"1,550.28","1,550.06","1,562.07","1,546.23",16.30B,-0.37%
07/31/2023,"1,556.06","1,548.75","1,559.07","1,547.62",14.52B,0.83%
07/27/2023,"1,543.27","1,527.12","1,546.27","1,520.89",15.11B,1.23%
07/26/2023,"1,524.59","1,527.41","1,530.18","1,519.44",9.82B,-0.11%
07/25/2023,"1,526.30","1,529.17","1,533.74","1,519.28",11.89B,0.16%
07/24/2023,"1,523.81","1,529.41","1,537.15","1,520.77",14.49B,-0.36%
07/21/2023,"1,529.25","1,524.04","1,532.47","1,516.75",12.87B,0.53%
07/20/2023,"1,521.18","1,536.08","1,541.49","1,521.18",12.02B,-1.01%
07/19/2023,"1,536.64","1,537.68","1,545.70","1,529.25",12.45B,0.09%
07/18/2023,"1,535.30","1,527.13","1,535.62","1,526.91",11.23B,0.43%
07/17/2023,"1,528.77","1,521.39","1,532.12","1,515.45",11.31B,0.71%
07/14/2023,"1,517.92","1,497.85","1,519.08","1,497.85",12.23B,1.60%
07/13/2023,"1,494.02","1,491.05","1,497.24","1,487.48",9.98B,0.19%
07/12/2023,"1,491.14","1,500.97","1,507.01","1,488.01",12.95B,-0.39%
07/11/2023,"1,496.96","1,503.06","1,505.40","1,492.63",11.20B,0.00%
07/10/2023,"1,496.89","1,493.21","1,498.36","1,482.21",11.94B,0.43%
07/07/2023,"1,490.51","1,481.91","1,496.59","1,474.94",11.03B,0.00%
07/06/2023,"1,490.46","1,503.38","1,505.88","1,486.49",14.09B,-1.22%
07/05/2023,"1,508.87","1,512.93","1,516.23","1,506.36",11.14B,-0.42%
07/04/2023,"1,515.31","1,504.12","1,520.02","1,502.50",12.25B,0.56%
07/03/2023,"1,506.84","1,507.65","1,509.15","1,494.57",10.78B,0.25%
06/30/2023,"1,503.10","1,488.86","1,506.19","1,487.74",15.29B,1.59%
06/29/2023,"1,479.57","1,468.00","1,490.71","1,461.61",16.07B,0.86%
06/28/2023,"1,466.93","1,483.32","1,485.89","1,465.45",14.02B,-0.76%
06/27/2023,"1,478.10","1,488.17","1,495.67","1,478.10",11.43B,-0.49%
06/26/2023,"1,485.32","1,504.27","1,507.63","1,483.92",12.44B,-1.34%
06/23/2023,"1,505.52","1,504.50","1,510.42","1,495.82",11.57B,-0.25%
06/22/2023,"1,509.31","1,524.35","1,525.26","1,506.09",13.50B,-0.84%
06/21/2023,"1,522.12","1,533.87","1,534.73","1,517.51",13.17B,-1.01%
06/20/2023,"1,537.59","1,545.43","1,550.46","1,532.96",15.25B,-1.24%
06/19/2023,"1,556.92","1,554.81","1,562.36","1,550.75",12.12B,-0.16%
06/16/2023,"1,559.39","1,562.67","1,567.97","1,546.48",15.65B,0.11%
06/15/2023,"1,557.71","1,561.47","1,566.14","1,555.54",12.89B,-0.22%
06/14/2023,"1,561.15","1,566.54","1,569.06","1,559.89",12.74M,-0.08%
06/13/2023,"1,562.40","1,553.11","1,566.26","1,552.30",11.71B,0.71%
06/12/2023,"1,551.41","1,551.12","1,555.89","1,547.46",11.31B,-0.24%
06/09/2023,"1,555.11","1,558.94","1,559.43","1,549.57",12.30B,-0.28%
06/08/2023,"1,559.50","1,533.56","1,559.50","1,530.55",13.84B,1.71%
06/07/2023,"1,533.21","1,531.30","1,534.69","1,522.30",14.35B,0.31%
06/06/2023,"1,528.54","1,537.62","1,539.49","1,526.93",13.76B,-0.17%
06/02/2023,"1,531.20","1,526.87","1,534.49","1,524.52",16.22B,0.64%
06/01/2023,"1,521.40","1,534.16","1,536.76","1,521.31",19.37B,-0.79%
05/31/2023,"1,533.54","1,525.58","1,533.54","1,521.33",15.33B,-0.08%
05/30/2023,"1,534.81","1,543.30","1,545.55","1,531.30",13.29B,-0.40%
05/29/2023,"1,540.97","1,535.63","1,543.11","1,535.63",11.96B,0.66%
05/26/2023,"1,530.84","1,533.18","1,536.08","1,527.59",10.66B,-0.30%
05/25/2023,"1,535.42","1,537.55","1,541.06","1,529.64",13.13B,-0.07%
05/24/2023,"1,536.51","1,530.61","1,542.89","1,529.65",12.61M,0.11%
05/23/2023,"1,534.84","1,526.15","1,536.59","1,518.38",15.18B,0.37%
05/22/2023,"1,529.24","1,505.21","1,531.01","1,491.12",18.04B,0.95%
05/19/2023,"1,514.89","1,529.15","1,530.47","1,512.66",15.03B,-0.77%
05/18/2023,"1,526.69","1,531.15","1,541.06","1,526.69",15.58B,0.26%
05/17/2023,"1,522.74","1,541.29","1,543.63","1,517.21",14.47B,-1.11%
05/16/2023,"1,539.84","1,541.11","1,545.74","1,536.36",14.92B,-0.10%
05/15/2023,"1,541.38","1,570.62","1,570.62","1,536.82",18.09B,-1.28%
05/12/2023,"1,561.35","1,565.66","1,567.81","1,548.03",16.07B,-0.39%
05/11/2023,"1,567.40","1,571.21","1,576.59","1,564.78",13.23B,-0.14%
05/10/2023,"1,569.56","1,562.66","1,570.85","1,557.68",11.75B,0.31%
05/09/2023,"1,564.66","1,561.76","1,569.74","1,554.68",12.53B,0.15%
05/08/2023,"1,562.25","1,541.51","1,562.25","1,537.46",11.80B,1.89%
05/03/2023,"1,533.30","1,521.17","1,533.90","1,507.22",15.64B,0.32%
05/02/2023,"1,528.43","1,531.92","1,535.35","1,517.98",12.87B,-0.05%
04/28/2023,"1,529.12","1,536.28","1,542.41","1,524.30",14.02B,-0.14%
04/27/2023,"1,531.23","1,539.28","1,540.24","1,525.93",13.55B,-0.82%
04/26/2023,"1,543.95","1,543.29","1,549.81","1,532.08",12.25B,0.24%
04/25/2023,"1,540.20","1,557.80","1,559.86","1,538.31",14.70B,-1.13%
04/24/2023,"1,557.87","1,555.76","1,561.55","1,553.15",12.12B,-0.03%
04/21/2023,"1,558.36","1,563.91","1,572.43","1,549.64",16.54B,-0.43%
04/20/2023,"1,565.10","1,579.98","1,582.30","1,562.11",14.09B,-0.99%
04/19/2023,"1,580.73","1,588.90","1,595.08","1,579.23",14.69B,-0.82%
04/18/2023,"1,593.85","1,600.16","1,601.31","1,589.58",11.38B,-0.41%
04/17/2023,"1,600.41","1,593.09","1,604.21","1,587.87",13.46B,0.49%
04/12/2023,"1,592.67","1,597.59","1,598.27","1,580.71",11.54B,-0.28%
04/11/2023,"1,597.10","1,595.77","1,598.03","1,590.28",10.98B,0.25%
04/10/2023,"1,593.13","1,577.39","1,596.54","1,571.14",12.11B,1.02%
04/07/2023,"1,577.07","1,573.36","1,582.96","1,571.26",11.50B,0.38%
04/05/2023,"1,571.13","1,593.92","1,594.69","1,569.37",12.56B,-1.44%
04/04/2023,"1,594.05","1,601.89","1,603.79","1,591.20",14.16B,-0.39%
04/03/2023,"1,600.37","1,610.84","1,613.98","1,593.96",16.62B,-0.55%
03/31/2023,"1,609.17","1,607.00","1,614.09","1,605.55",13.83B,0.23%
03/30/2023,"1,605.42","1,611.64","1,613.16","1,601.03",16.72B,-0.32%
03/29/2023,"1,610.52","1,611.75","1,615.29","1,602.43",14.57B,0.22%
03/28/2023,"1,606.91","1,600.82","1,607.75","1,599.92",15.78B,0.85%
03/27/2023,"1,593.37","1,595.12","1,595.86","1,586.01",15.40B,0.10%
03/24/2023,"1,591.85","1,596.94","1,599.78","1,588.25",15.84B,-0.11%
03/23/2023,"1,593.65","1,582.26","1,598.59","1,577.70",17.67B,0.54%
03/22/2023,"1,585.08","1,584.84","1,588.17","1,579.25",16.90B,0.50%
03/21/2023,"1,577.18","1,564.32","1,579.69","1,561.65",18.03B,1.40%
03/20/2023,"1,555.45","1,560.23","1,569.76","1,543.47",20.47B,-0.53%
03/17/2023,"1,563.67","1,564.58","1,571.60","1,555.24",20.42B,0.58%
03/16/2023,"1,554.65","1,549.76","1,558.67","1,538.10",21.13B,-0.66%
03/15/2023,"1,565.00","1,544.19","1,573.51","1,543.61",20.71B,2.70%
03/14/2023,"1,523.89","1,564.96","1,572.36","1,518.66",23.73B,-3.13%
03/13/2023,"1,573.07","1,592.82","1,602.65","1,572.65",23.30B,-1.66%
03/10/2023,"1,599.65","1,605.62","1,609.10","1,596.44",14.03B,-0.90%
03/09/2023,"1,614.22","1,615.27","1,621.88","1,608.41",15.93B,0.10%
03/08/2023,"1,612.60","1,606.13","1,615.51","1,599.87",17.88B,-0.37%
03/07/2023,"1,618.51","1,613.29","1,624.78","1,612.80",16.70B,0.72%
03/03/2023,"1,606.88","1,614.31","1,615.39","1,604.14",17.24B,-0.36%
03/02/2023,"1,612.64","1,618.97","1,626.55","1,608.67",18.03B,-0.45%
03/01/2023,"1,619.98","1,627.18","1,628.92","1,619.72",15.73B,-0.15%
02/28/2023,"1,622.35","1,633.81","1,637.41","1,618.09",18.11B,-0.31%
02/27/2023,"1,627.35","1,633.16","1,635.35","1,624.62",15.28B,-0.41%
02/24/2023,"1,634.02","1,653.12","1,654.09","1,631.54",16.03B,-1.12%
02/23/2023,"1,652.47","1,657.78","1,658.92","1,647.37",15.19B,-0.42%
02/22/2023,"1,659.48","1,665.60","1,667.99","1,656.50",14.22B,-0.55%
02/21/2023,"1,668.63","1,659.70","1,669.51","1,652.25",14.54B,0.66%
02/20/2023,"1,657.69","1,654.90","1,660.18","1,650.39",12.53B,0.36%
02/17/2023,"1,651.67","1,654.87","1,657.02","1,643.82",13.27B,-0.40%
02/16/2023,"1,658.29","1,653.85","1,660.58","1,648.99",15.88B,0.66%
02/15/2023,"1,647.39","1,651.19","1,657.53","1,642.97",22.53B,-0.32%
02/14/2023,"1,652.76","1,667.97","1,669.71","1,648.74",18.27B,-0.73%
02/13/2023,"1,664.89","1,661.37","1,669.98","1,658.43",14.95B,0.02%
02/10/2023,"1,664.57","1,665.85","1,668.97","1,660.10",16.29B,-0.28%
02/09/2023,"1,669.17","1,670.08","1,672.09","1,656.74",20.74B,-0.07%
02/08/2023,"1,670.34","1,683.53","1,684.75","1,667.79",20.34B,-0.60%
02/07/2023,"1,680.49","1,684.69","1,689.51","1,676.14",20.20B,-0.10%
02/06/2023,"1,682.11","1,686.01","1,687.78","1,680.22",17.12B,-0.37%
02/03/2023,"1,688.36","1,684.33","1,690.40","1,679.00",17.90B,0.34%
02/02/2023,"1,682.58","1,689.16","1,692.94","1,681.74",20.24B,-0.19%
02/01/2023,"1,685.75","1,676.67","1,687.98","1,675.73",19.76B,0.85%
01/31/2023,"1,671.46","1,681.66","1,683.90","1,671.00",21.03B,-0.58%
01/30/2023,"1,681.22","1,683.56","1,685.24","1,676.51",16.58B,0.00%
01/27/2023,"1,681.30","1,674.41","1,683.77","1,670.91",15.59B,0.60%
01/26/2023,"1,671.34","1,682.80","1,684.84","1,667.43",19.24B,-0.64%
01/25/2023,"1,682.11","1,686.13","1,687.51","1,678.71",13.84B,-0.05%
01/24/2023,"1,682.94","1,689.90","1,693.97","1,682.58",13.83B,-0.07%
01/23/2023,"1,684.04","1,681.33","1,689.52","1,677.52",14.55B,0.40%
01/20/2023,"1,677.25","1,687.42","1,688.59","1,672.49",18.60B,-0.67%
01/19/2023,"1,688.48","1,682.13","1,690.69","1,681.72",15.82B,0.18%
01/18/2023,"1,685.44","1,682.04","1,689.41","1,679.15",15.09B,0.26%
01/17/2023,"1,681.04","1,686.09","1,688.56","1,679.20",14.22B,-0.23%
